"uri","bill type","date","home page","home page > uri","label","session > display name","sponsors > sponsor printed","title"
"http://data.parliament.uk/resources/393313","Presentation","2014-05-15","eumembershipauditofcostsandbenefits.html","http://services.parliament.uk/bills/eumembershipauditofcostsandbenefits.html","EU Membership (Audit of Costs and Benefits)","2013-2014","Mr Christopher Chope","EU Membership (Audit of Costs and Benefits)"
"http://data.parliament.uk/resources/393314","Presentation","2014-05-15","armedforcespreventionofdiscrimination.html","http://services.parliament.uk/bills/armedforcespreventionofdiscrimination.html","Armed Forces (Prevention of Discrimination)","2013-2014","Thomas Docherty","Armed Forces (Prevention of Discrimination)"
"http://data.parliament.uk/resources/393315","Presentation","2014-05-15","traincompaniesminimumfares.html","http://services.parliament.uk/bills/traincompaniesminimumfares.html","Train Companies (Minimum Fares)","2013-2014","Thomas Docherty","Train Companies (Minimum Fares)"
"http://data.parliament.uk/resources/393316","Presentation","2014-05-15","lobbyistsregistrationofcodeofconduct.html","http://services.parliament.uk/bills/lobbyistsregistrationofcodeofconduct.html","Lobbyists (Registration of Code of Conduct)","2013-2014","Thomas Docherty","Lobbyists (Registration of Code of Conduct)"
"http://data.parliament.uk/resources/393317","Presentation","2014-05-15","internationaldevelopmentofficialdevelopmentassistancetarget.html","http://services.parliament.uk/bills/internationaldevelopmentofficialdevelopmentassistancetarget.html","International Development (Official Development Assistance Target)","2013-2014","Thomas Docherty","International Development (Official Development Assistance Target)"
"http://data.parliament.uk/resources/393318","Presentation","2014-05-15","jobsguaranteeschemeresearch.html","http://services.parliament.uk/bills/jobsguaranteeschemeresearch.html","Jobs Guarantee Scheme (Research)","2013-2014","Thomas Docherty","Jobs Guarantee Scheme (Research)"
"http://data.parliament.uk/resources/393319","Presentation","2014-05-15","specialistprintingequipmentandmaterialsoffences.html","http://services.parliament.uk/bills/specialistprintingequipmentandmaterialsoffences.html","Specialist Printing Equipment and Materials (Offences)","2013-2014","Charlie Elphicke","Specialist Printing Equipment and Materials (Offences)"
"http://data.parliament.uk/resources/393320","Presentation","2014-05-15","localgovernmentreviewofdecisions.html","http://services.parliament.uk/bills/localgovernmentreviewofdecisions.html","Local Government (Review of Decisions)","2013-2014","Charlie Elphicke","Local Government (Review of Decisions)"
"http://data.parliament.uk/resources/393321","Presentation","2014-05-15","gangmasterslicensingauthorityextensionofpowers.html","http://services.parliament.uk/bills/gangmasterslicensingauthorityextensionofpowers.html","Gangmasters Licensing Authority (Extension of Powers)","2013-2014","Andy Sawford","Gangmasters Licensing Authority (Extension of Powers)"
"http://data.parliament.uk/resources/393322","Presentation","2014-05-15","zerohourscontracts.html","http://services.parliament.uk/bills/zerohourscontracts.html","Zero Hours Contracts","2013-2014","Andy Sawford","Zero Hours Contracts"
"http://data.parliament.uk/resources/393323","Presentation","2014-05-15","footballgovernance.html","http://services.parliament.uk/bills/footballgovernance.html","Football Governance","2013-2014","Damian Collins","Football Governance"
"http://data.parliament.uk/resources/393324","Presentation","2014-05-15","railways.html","http://services.parliament.uk/bills/railways.html","Railways","2013-2014","Caroline Lucas","Railways"
"http://data.parliament.uk/resources/393326","Ten Minute Rule","2014-05-15","lettingagentscompetitionchoiceandstandards.html","http://services.parliament.uk/bills/lettingagentscompetitionchoiceandstandards.html","Letting Agents (Competition, Choice and Standards)","2013-2014","John Healey","Letting Agents (Competition, Choice and Standards)"
"http://data.parliament.uk/resources/393328","Ten Minute Rule","2014-05-15","drinkdrivingrepeatoffenders.html","http://services.parliament.uk/bills/drinkdrivingrepeatoffenders.html","Drink Driving (Repeat Offenders)","2013-2014","Rehman Chishti","Drink Driving (Repeat Offenders)"
"http://data.parliament.uk/resources/393330","Ten Minute Rule","2014-05-15","planningregulationsremovalofprovisionsinrespectofgypsiesandtravellers.html","http://services.parliament.uk/bills/planningregulationsremovalofprovisionsinrespectofgypsiesandtravellers.html","Planning Regulations (Removal of Provisions in Respect of Gypsies and Travellers)","2013-2014","Mr Philip Hollobone","Planning Regulations (Removal of Provisions in Respect of Gypsies and Travellers)"
"http://data.parliament.uk/resources/393331","Presentation","2014-05-15","localgovernmentmiscellaneousprovisionsact1982amendment.html","http://services.parliament.uk/bills/localgovernmentmiscellaneousprovisionsact1982amendment.html","Local Government (Miscellaneous Provisions) Act 1982 (Amendment)","2013-2014","Dan Rogerson","Local Government (Miscellaneous Provisions) Act 1982 (Amendment)"
"http://data.parliament.uk/resources/393332","Ten Minute Rule","2014-05-15","slavery.html","http://services.parliament.uk/bills/slavery.html","Slavery","2013-2014","Mr Peter Bone","Slavery"
"http://data.parliament.uk/resources/393334","Ten Minute Rule","2014-05-15","victimsandsurvivorsnorthernireland.html","http://services.parliament.uk/bills/victimsandsurvivorsnorthernireland.html","Victims and Survivors (Northern Ireland)","2013-2014","Mr Jeffrey M. Donaldson","Victims and Survivors (Northern Ireland)"
"http://data.parliament.uk/resources/393336","Presentation","2014-05-15","selectivelicensinghousingstandards.html","http://services.parliament.uk/bills/selectivelicensinghousingstandards.html","Selective Licensing (Housing Standards)","2013-2014","Graham Jones","Selective Licensing (Housing Standards)"
"http://data.parliament.uk/resources/393337","Ten Minute Rule","2014-05-15","electoralregisteraccesstopublicservices.html","http://services.parliament.uk/bills/electoralregisteraccesstopublicservices.html","Electoral Register (Access to Public Services)","2013-2014","Siobhain McDonagh","Electoral Register (Access to Public Services)"
"http://data.parliament.uk/resources/393338","Presentation","2014-05-15","representationofthepeopleact1981amendment.html","http://services.parliament.uk/bills/representationofthepeopleact1981amendment.html","Representation of the People Act 1981 (Amendment)","2013-2014","Thomas Docherty","Representation of the People Act 1981 (Amendment)"
"http://data.parliament.uk/resources/393340","Government","2014-05-15","inheritanceandtrusteespowers.html","http://services.parliament.uk/bills/inheritanceandtrusteespowers.html","Inheritance and Trustees' Powers","2013-2014","Chris Grayling","Inheritance and Trustees' Powers"
"http://data.parliament.uk/resources/393340","Government","2014-05-15","inheritanceandtrusteespowers.html","http://services.parliament.uk/bills/inheritanceandtrusteespowers.html","Inheritance and Trustees' Powers","2013-2014","Lord McNally","Inheritance and Trustees' Powers"
"http://data.parliament.uk/resources/393342","Ten Minute Rule","2014-05-15","youngapprenticeships.html","http://services.parliament.uk/bills/youngapprenticeships.html","Young Apprenticeships","2013-2014","Mr Dominic Raab","Young Apprenticeships"
"http://data.parliament.uk/resources/393343","Presentation","2014-05-15","executivepayandremuneration.html","http://services.parliament.uk/bills/executivepayandremuneration.html","Executive Pay and Remuneration","2013-2014","Thomas Docherty","Executive Pay and Remuneration"
"http://data.parliament.uk/resources/393344","Ten Minute Rule","2014-05-15","parentalbereavementleavestatutoryentitlement.html","http://services.parliament.uk/bills/parentalbereavementleavestatutoryentitlement.html","Parental Bereavement Leave (Statutory Entitlement)","2013-2014","Mr Tom Harris","Parental Bereavement Leave (Statutory Entitlement)"
"http://data.parliament.uk/resources/393345","Ten Minute Rule","2014-05-15","accesstomentalhealthservices.html","http://services.parliament.uk/bills/accesstomentalhealthservices.html","Access to Mental Health Services","2013-2014","Mr Michael Thornton","Access to Mental Health Services"
"http://data.parliament.uk/resources/393346","Ten Minute Rule","2014-05-15","medicalinnovationno2.html","http://services.parliament.uk/bills/medicalinnovationno2.html","Medical Innovation (No. 2)","2013-2014","Michael Ellis","Medical Innovation (No. 2)"
"http://data.parliament.uk/resources/393347","Ten Minute Rule","2014-05-15","freedomofinformationprivatehealthcarecompanies.html","http://services.parliament.uk/bills/freedomofinformationprivatehealthcarecompanies.html","Freedom of Information (Private Healthcare Companies)","2013-2014","Grahame M. Morris","Freedom of Information (Private Healthcare Companies)"
"http://data.parliament.uk/resources/393349","Ten Minute Rule","2014-05-15","coronersandjusticeamendment.html","http://services.parliament.uk/bills/coronersandjusticeamendment.html","Coroners and Justice (Amendment)","2013-2014","Sir Paul Beresford","Coroners and Justice (Amendment)"
"http://data.parliament.uk/resources/393350","Government","2014-05-15","immigration.html","http://services.parliament.uk/bills/immigration.html","Immigration","2013-2014","Lord Taylor of Holbeach","Immigration"
"http://data.parliament.uk/resources/393350","Government","2014-05-15","immigration.html","http://services.parliament.uk/bills/immigration.html","Immigration","2013-2014","Theresa May","Immigration"
"http://data.parliament.uk/resources/393353","Ten Minute Rule","2014-05-15","regulationoftheprivaterentedsector.html","http://services.parliament.uk/bills/regulationoftheprivaterentedsector.html","Regulation of the Private Rented Sector","2013-2014","Jeremy Corbyn","Regulation of the Private Rented Sector"
"http://data.parliament.uk/resources/393354","Ten Minute Rule","2014-05-15","gibraltarmaritimeprotection.html","http://services.parliament.uk/bills/gibraltarmaritimeprotection.html","Gibraltar (Maritime Protection)","2013-2014","David Morris","Gibraltar (Maritime Protection)"
"http://data.parliament.uk/resources/393355","Ten Minute Rule","2014-05-15","descendantsofdeceasedadoptedpeopleaccesstoinformation.html","http://services.parliament.uk/bills/descendantsofdeceasedadoptedpeopleaccesstoinformation.html","Descendants of Deceased Adopted People (Access to Information)","2013-2014","Nick de Bois","Descendants of Deceased Adopted People (Access to Information)"
"http://data.parliament.uk/resources/393356","Presentation","2014-05-15","counsellorsandpsychotherapists.html","http://services.parliament.uk/bills/counsellorsandpsychotherapists.html","Counsellors and Psychotherapists (Regulation)","2013-2014","Geraint Davies","Counsellors and Psychotherapists (Regulation)"
"http://data.parliament.uk/resources/393357","Ten Minute Rule","2014-05-15","fundingforlocalauthorities.html","http://services.parliament.uk/bills/fundingforlocalauthorities.html","Funding for Local Authorities","2013-2014","Ms Gisela Stuart","Funding for Local Authorities"
"http://data.parliament.uk/resources/393358","Ten Minute Rule","2014-05-15","licensedhackneycarriagesandprivatehirevehiclesclosedcircuittelevision.html","http://services.parliament.uk/bills/licensedhackneycarriagesandprivatehirevehiclesclosedcircuittelevision.html","Licensed Hackney Carriages and Private Hire Vehicles (Closed Circuit Television)","2013-2014","Richard Fuller","Licensed Hackney Carriages and Private Hire Vehicles (Closed Circuit Television)"
"http://data.parliament.uk/resources/393359","Ten Minute Rule","2014-05-15","hatecrimepeoplewithlearningdifficultiesandlearningdisabilities.html","http://services.parliament.uk/bills/hatecrimepeoplewithlearningdifficultiesandlearningdisabilities.html","Hate Crime (People with Learning Difficulties and Learning Disabilities)","2013-2014","Ian Mearns","Hate Crime (People with Learning Difficulties and Learning Disabilities)"
"http://data.parliament.uk/resources/393360","Ten Minute Rule","2014-05-15","benefitclaimantsautomatictransfertoalternativebenefits.html","http://services.parliament.uk/bills/benefitclaimantsautomatictransfertoalternativebenefits.html","Benefit Claimants (Automatic Transfer to Alternative Benefits)","2013-2014","John Hemming","Benefit Claimants (Automatic Transfer to Alternative Benefits)"
"http://data.parliament.uk/resources/393361","Ten Minute Rule","2014-05-15","unsolicitedtelephonecallscallerlineidentification.html","http://services.parliament.uk/bills/unsolicitedtelephonecallscallerlineidentification.html","Unsolicited Telephone Calls (Caller Line Identification)","2013-2014","Alun Cairns","Unsolicited Telephone Calls (Caller Line Identification)"
"http://data.parliament.uk/resources/393362","Ten Minute Rule","2014-05-15","permitteddevelopmentbasements.html","http://services.parliament.uk/bills/permitteddevelopmentbasements.html","Permitted Development (Basements)","2013-2014","Ms Karen Buck","Permitted Development (Basements)"
"http://data.parliament.uk/resources/393363","Ten Minute Rule","2014-05-15","publicinterestdisclosureamendment.html","http://services.parliament.uk/bills/publicinterestdisclosureamendment.html","Public Interest Disclosure (Amendment)","2013-2014","Mr David Davis","Public Interest Disclosure (Amendment)"
"http://data.parliament.uk/resources/393364","Ten Minute Rule","2014-05-15","regulationofrefractiveeyesurgery.html","http://services.parliament.uk/bills/regulationofrefractiveeyesurgery.html","Regulation of Refractive Eye Surgery","2013-2014","John McDonnell","Regulation of Refractive Eye Surgery"
"http://data.parliament.uk/resources/393366","Ten Minute Rule","2014-05-15","electronicpatientrecordscontinuityofcare.html","http://services.parliament.uk/bills/electronicpatientrecordscontinuityofcare.html","Electronic Patient Records (Continuity of Care)","2013-2014","George Freeman","Electronic Patient Records (Continuity of Care)"
"http://data.parliament.uk/resources/393367","Ten Minute Rule","2014-05-15","winterfuelallowancepaymentsoffgasgridclaimants.html","http://services.parliament.uk/bills/winterfuelallowancepaymentsoffgasgridclaimants.html","Winter Fuel Allowance Payments (Off Gas Grid Claimants)","2013-2014","Mr Mike Weir","Winter Fuel Allowance Payments (Off Gas Grid Claimants)"
"http://data.parliament.uk/resources/393369","Presentation","2014-05-15","unitedkingdomparliamentsovereignty.html","http://services.parliament.uk/bills/unitedkingdomparliamentsovereignty.html","United Kingdom Parliament (Sovereignty)","2013-2014","Mr William Cash","United Kingdom Parliament (Sovereignty)"
"http://data.parliament.uk/resources/393370","Presentation","2014-05-15","drivingwhilstdisqualifiedrepeatoffenders.html","http://services.parliament.uk/bills/drivingwhilstdisqualifiedrepeatoffenders.html","Driving Whilst Disqualified (Repeat Offenders)","2013-2014","Rehman Chishti","Driving Whilst Disqualified (Repeat Offenders)"
"http://data.parliament.uk/resources/393371","Presentation","2014-05-15","causingdeathbydrivingwhilstdisqualified.html","http://services.parliament.uk/bills/causingdeathbydrivingwhilstdisqualified.html","Causing Death by Driving Whilst Disqualified","2013-2014","Rehman Chishti","Causing Death by Driving Whilst Disqualified"
"http://data.parliament.uk/resources/393372","Ten Minute Rule","2014-05-15","decarbonisation.html","http://services.parliament.uk/bills/decarbonisation.html","Decarbonisation","2013-2014","Ian Murray","Decarbonisation"
"http://data.parliament.uk/resources/393373","Ten Minute Rule","2014-05-15","recallofelectedrepresentative.html","http://services.parliament.uk/bills/recallofelectedrepresentative.html","Recall of Elected Representative","2013-2014","Zac Goldsmith","Recall of Elected Representative"
"http://data.parliament.uk/resources/393374","Ten Minute Rule","2014-05-15","surveillanceoftelecommunicationsjudicialoversight.html","http://services.parliament.uk/bills/surveillanceoftelecommunicationsjudicialoversight.html","Surveillance of Telecommunications (Judicial Oversight)","2013-2014","Mr David Heath","Surveillance of Telecommunications (Judicial Oversight)"
"http://data.parliament.uk/resources/393375","Presentation","2014-05-15","houseofcommonsmembersfund.html","http://services.parliament.uk/bills/houseofcommonsmembersfund.html","House of Commons Members' Fund","2013-2014","Mr Peter Lilley","House of Commons Members' Fund"
"http://data.parliament.uk/resources/393376","Ten Minute Rule","2014-05-15","mentalhealthoutcomesmeasurement.html","http://services.parliament.uk/bills/mentalhealthoutcomesmeasurement.html","Mental Health Outcomes (Measurement)","2013-2014","Mr Robert Buckland","Mental Health Outcomes (Measurement)"
"http://data.parliament.uk/resources/393377","Government","2014-05-15","cooperativeandcommunitybenefitsocieties.html","http://services.parliament.uk/bills/cooperativeandcommunitybenefitsocieties.html","Co-operative and Community Benefit Societies","2013-2014","Lord Newby","Co-operative and Community Benefit Societies"
"http://data.parliament.uk/resources/393377","Government","2014-05-15","cooperativeandcommunitybenefitsocieties.html","http://services.parliament.uk/bills/cooperativeandcommunitybenefitsocieties.html","Co-operative and Community Benefit Societies","2013-2014","Sajid Javid","Co-operative and Community Benefit Societies"
"http://data.parliament.uk/resources/393378","Ten Minute Rule","2014-05-15","creditunionarmedforces.html","http://services.parliament.uk/bills/creditunionarmedforces.html","Credit Union (Armed Forces)","2013-2014","Mr Gareth Thomas","Credit Union (Armed Forces)"
"http://data.parliament.uk/resources/393379","Presentation","2014-05-15","energydemandreduction.html","http://services.parliament.uk/bills/energydemandreduction.html","Energy Demand Reduction","2013-2014","Sir Andrew Stunell","Energy Demand Reduction"
"http://data.parliament.uk/resources/393380","Ten Minute Rule","2014-05-15","communityhospitals.html","http://services.parliament.uk/bills/communityhospitals.html","Community Hospitals","2013-2014","Charlie Elphicke","Community Hospitals"
"http://data.parliament.uk/resources/393381","Ten Minute Rule","2014-05-15","drivingoffencesreviewofsentencingguidelines.html","http://services.parliament.uk/bills/drivingoffencesreviewofsentencingguidelines.html","Driving Offences (Review of Sentencing Guidelines)","2013-2014","Susan Elan Jones","Driving Offences (Review of Sentencing Guidelines)"
"http://data.parliament.uk/resources/393382","Ten Minute Rule","2014-05-15","registrationofstillbirths.html","http://services.parliament.uk/bills/registrationofstillbirths.html","Registration of Stillbirths","2013-2014","Tim Loughton","Registration of Stillbirths"
"http://data.parliament.uk/resources/393383","Ten Minute Rule","2014-05-15","unitedkingdomregisterofplaces.html","http://services.parliament.uk/bills/unitedkingdomregisterofplaces.html","United Kingdom Register of Places","2013-2014","Andrew Rosindell","United Kingdom Register of Places"
"http://data.parliament.uk/resources/393385","Ten Minute Rule","2014-05-15","adventureandgapyearactivitycompaniesaccreditationandinspection.html","http://services.parliament.uk/bills/adventureandgapyearactivitycompaniesaccreditationandinspection.html","Adventure and Gap Year Activity Companies (Accreditation and Inspection)","2013-2014","Kate Green","Adventure and Gap Year Activity Companies (Accreditation and Inspection)"
"http://data.parliament.uk/resources/393386","Presentation","2014-05-15","publicservicesownershipanduserinvolvement.html","http://services.parliament.uk/bills/publicservicesownershipanduserinvolvement.html","Public Services (Ownership and User Involvement)","2013-2014","Caroline Lucas","Public Services (Ownership and User Involvement)"
"http://data.parliament.uk/resources/393387","Ten Minute Rule","2014-05-15","animalwelfareelectroniccollars.html","http://services.parliament.uk/bills/animalwelfareelectroniccollars.html","Animal Welfare (Electronic Collars)","2013-2014","Dr Matthew Offord","Animal Welfare (Electronic Collars)"
"http://data.parliament.uk/resources/393390","Ten Minute Rule","2014-05-15","sexestablishmentsregulation.html","http://services.parliament.uk/bills/sexestablishmentsregulation.html","Sex Establishments (Regulation)","2013-2014","Diana Johnson","Sex Establishments (Regulation)"
"http://data.parliament.uk/resources/393392","Ten Minute Rule","2014-05-15","localgovernmentboundarycommissionpublicrepresentations.html","http://services.parliament.uk/bills/localgovernmentboundarycommissionpublicrepresentations.html","Local Government Boundary Commission (Public Representations)","2013-2014","John Pugh","Local Government Boundary Commission (Public Representations)"
"http://data.parliament.uk/resources/393393","Ten Minute Rule","2014-05-15","floodingpreventionfornewdevelopments.html","http://services.parliament.uk/bills/floodingpreventionfornewdevelopments.html","Flooding Prevention for New Developments","2013-2014","Mark Spencer","Flooding Prevention for New Developments"
"http://data.parliament.uk/resources/393395","Ten Minute Rule","2014-05-15","investmentmanagementfiduciaryduties.html","http://services.parliament.uk/bills/investmentmanagementfiduciaryduties.html","Investment Management (Fiduciary Duties)","2013-2014","Phil Wilson","Investment Management (Fiduciary Duties)"
"http://data.parliament.uk/resources/393396","Ten Minute Rule","2014-05-15","additionalchargesforutilitybillsnotpaidbydirectdebitlimits.html","http://services.parliament.uk/bills/additionalchargesforutilitybillsnotpaidbydirectdebitlimits.html","Additional Charges for Utility Bills Not Paid by Direct Debit (Limits)","2013-2014","Robert Halfon","Additional Charges for Utility Bills Not Paid by Direct Debit (Limits)"
"http://data.parliament.uk/resources/393397","Ten Minute Rule","2014-05-15","housingbenefitanduniversalcreditinthesocialhousingsectorregularpayments.html","http://services.parliament.uk/bills/housingbenefitanduniversalcreditinthesocialhousingsectorregularpayments.html","Housing Benefit and Universal Credit in the Social Housing Sector (Regular Payments)","2013-2014","Ian Lavery","Housing Benefit and Universal Credit in the Social Housing Sector (Regular Payments)"
"http://data.parliament.uk/resources/393399","Ten Minute Rule","2014-05-15","nationalinsurancerenaming.html","http://services.parliament.uk/bills/nationalinsurancerenaming.html","National Insurance (Renaming)","2013-2014","Ben Gummer","National Insurance (Renaming)"
"http://data.parliament.uk/resources/393400","Ten Minute Rule","2014-05-15","domesticviolencelegalframework.html","http://services.parliament.uk/bills/domesticviolencelegalframework.html","Domestic Violence (Legal Framework)","2013-2014","Elfyn Llwyd","Domestic Violence (Legal Framework)"
"http://data.parliament.uk/resources/393402","Ten Minute Rule","2014-05-15","saleofticketssportingandculturalevents.html","http://services.parliament.uk/bills/saleofticketssportingandculturalevents.html","Sale of Tickets (Sporting and Cultural Events)","2013-2014","Nick Smith","Sale of Tickets (Sporting and Cultural Events)"
"http://data.parliament.uk/resources/393403","Ten Minute Rule","2014-05-15","cooperativeandsocialenterprisedevelopment.html","http://services.parliament.uk/bills/cooperativeandsocialenterprisedevelopment.html","Co-operative and Social Enterprise (Development)","2013-2014","Jim Dobbin","Co-operative and Social Enterprise (Development)"
"http://data.parliament.uk/resources/393404","Ten Minute Rule","2014-05-15","privaterentedsector.html","http://services.parliament.uk/bills/privaterentedsector.html","Private Rented Sector","2013-2014","Dr Julian Huppert","Private Rented Sector"
"http://data.parliament.uk/resources/393405","Ten Minute Rule","2014-05-15","brownhareprotection.html","http://services.parliament.uk/bills/brownhareprotection.html","Brown Hare (Protection)","2013-2014","Sir John Randall","Brown Hare (Protection)"
"http://data.parliament.uk/resources/393407","Ten Minute Rule","2014-05-15","contaminatedbloodsupportforinfectedandbereavedpersons.html","http://services.parliament.uk/bills/contaminatedbloodsupportforinfectedandbereavedpersons.html","Contaminated Blood (Support for Infected and Bereaved Persons)","2013-2014","Tom Clarke","Contaminated Blood (Support for Infected and Bereaved Persons)"
"http://data.parliament.uk/resources/393408","Presentation","2014-05-15","energyinbuildings.html","http://services.parliament.uk/bills/energyinbuildings.html","Energy in Buildings","2013-2014","Martin Caton","Energy in Buildings"
"http://data.parliament.uk/resources/393410","Ten Minute Rule","2014-05-15","illegalimportationofdogsfixedpenalty.html","http://services.parliament.uk/bills/illegalimportationofdogsfixedpenalty.html","Illegal Importation of Dogs (Fixed Penalty)","2013-2014","Jim Fitzpatrick","Illegal Importation of Dogs (Fixed Penalty)"
